year,scenarios,data,value,origin
2016,ssp1,effort_extr_2010,11207395.3882515,Extrapolated
2017,ssp1,effort_extr_2010,11511674.4531573,Extrapolated
2018,ssp1,effort_extr_2010,11813676.2312037,Extrapolated
2019,ssp1,effort_extr_2010,12109741.2075982,Extrapolated
2020,ssp1,effort_extr_2010,12401831.2292483,Extrapolated
2021,ssp1,effort_extr_2010,12688615.8757854,Extrapolated
2022,ssp1,effort_extr_2010,12870963.0913259,Extrapolated
2023,ssp1,effort_extr_2010,13054433.5310491,Extrapolated
2024,ssp1,effort_extr_2010,13236547.4468097,Extrapolated
2025,ssp1,effort_extr_2010,13422320.4659203,Extrapolated
2026,ssp1,effort_extr_2010,13588532.4628653,Extrapolated
2027,ssp1,effort_extr_2010,13755616.9564105,Extrapolated
2028,ssp1,effort_extr_2010,13923579.8189361,Extrapolated
2029,ssp1,effort_extr_2010,14090162.3618685,Extrapolated
2030,ssp1,effort_extr_2010,14259926.2291601,Extrapolated
2031,ssp1,effort_extr_2010,14473974.3846606,Extrapolated
2032,ssp1,effort_extr_2010,14687253.8457622,Extrapolated
2033,ssp1,effort_extr_2010,14901990.1611326,Extrapolated
2034,ssp1,effort_extr_2010,15120268.6456872,Extrapolated
2035,ssp1,effort_extr_2010,15337912.5945169,Extrapolated
2036,ssp1,effort_extr_2010,15545255.9117439,Extrapolated
2037,ssp1,effort_extr_2010,15751856.0643901,Extrapolated
2038,ssp1,effort_extr_2010,15961674.1225432,Extrapolated
2039,ssp1,effort_extr_2010,16172724.2096212,Extrapolated
2040,ssp1,effort_extr_2010,16383150.9366151,Extrapolated
2041,ssp1,effort_extr_2010,16587344.8670939,Extrapolated
2042,ssp1,effort_extr_2010,16792665.5088186,Extrapolated
2043,ssp1,effort_extr_2010,16997347.0508812,Extrapolated
2044,ssp1,effort_extr_2010,17204955.1889089,Extrapolated
2045,ssp1,effort_extr_2010,17413702.36427,Extrapolated
2046,ssp1,effort_extr_2010,17612037.3755589,Extrapolated
2047,ssp1,effort_extr_2010,17813110.7737272,Extrapolated
2048,ssp1,effort_extr_2010,18015216.4152069,Extrapolated
2049,ssp1,effort_extr_2010,18216738.5149557,Extrapolated
2050,ssp1,effort_extr_2010,18420933.9876829,Extrapolated
2051,ssp1,effort_extr_2010,18609980.8197047,Extrapolated
2052,ssp1,effort_extr_2010,18801506.3866802,Extrapolated
2053,ssp1,effort_extr_2010,18992380.4414859,Extrapolated
2054,ssp1,effort_extr_2010,19185697.5594354,Extrapolated
2055,ssp1,effort_extr_2010,19379906.4326275,Extrapolated
2056,ssp1,effort_extr_2010,19555536.0988947,Extrapolated
2057,ssp1,effort_extr_2010,19733382.7127127,Extrapolated
2058,ssp1,effort_extr_2010,19911953.0600024,Extrapolated
2059,ssp1,effort_extr_2010,20091249.2901658,Extrapolated
2060,ssp1,effort_extr_2010,20271273.4316201,Extrapolated
2061,ssp1,effort_extr_2010,20435083.6012997,Extrapolated
2062,ssp1,effort_extr_2010,20599480.0731284,Extrapolated
2063,ssp1,effort_extr_2010,20764464.6754765,Extrapolated
2064,ssp1,effort_extr_2010,20930039.1408153,Extrapolated
2065,ssp1,effort_extr_2010,21097526.3886431,Extrapolated
2066,ssp1,effort_extr_2010,21251712.316752,Extrapolated
2067,ssp1,effort_extr_2010,21406396.7161511,Extrapolated
2068,ssp1,effort_extr_2010,21562850.2925108,Extrapolated
2069,ssp1,effort_extr_2010,21718526.0842561,Extrapolated
2070,ssp1,effort_extr_2010,21874704.9015973,Extrapolated
2071,ssp1,effort_extr_2010,22021122.6525526,Extrapolated
2072,ssp1,effort_extr_2010,22166734.5698274,Extrapolated
2073,ssp1,effort_extr_2010,22313964.1387793,Extrapolated
2074,ssp1,effort_extr_2010,22460422.2555718,Extrapolated
2075,ssp1,effort_extr_2010,22608471.3941415,Extrapolated
2076,ssp1,effort_extr_2010,22744019.7726043,Extrapolated
2077,ssp1,effort_extr_2010,22881059.0589636,Extrapolated
2078,ssp1,effort_extr_2010,23018433.3210774,Extrapolated
2079,ssp1,effort_extr_2010,23155040.8023251,Extrapolated
2080,ssp1,effort_extr_2010,23293101.7541526,Extrapolated
2081,ssp1,effort_extr_2010,23412997.6242414,Extrapolated
2082,ssp1,effort_extr_2010,23532066.5109333,Extrapolated
2083,ssp1,effort_extr_2010,23652450.2683361,Extrapolated
2084,ssp1,effort_extr_2010,23773074.8139757,Extrapolated
2085,ssp1,effort_extr_2010,23893941.7570985,Extrapolated
2086,ssp1,effort_extr_2010,23983478.6810182,Extrapolated
2087,ssp1,effort_extr_2010,24072116.3168416,Extrapolated
2088,ssp1,effort_extr_2010,24161872.0660047,Extrapolated
2089,ssp1,effort_extr_2010,24251733.9743596,Extrapolated
2090,ssp1,effort_extr_2010,24341703.4839328,Extrapolated
2091,ssp1,effort_extr_2010,24396193.4175969,Extrapolated
2092,ssp1,effort_extr_2010,24450684.8073466,Extrapolated
2093,ssp1,effort_extr_2010,24505179.0856025,Extrapolated
2094,ssp1,effort_extr_2010,24559677.6275753,Extrapolated
2095,ssp1,effort_extr_2010,24614181.7542385,Extrapolated
2096,ssp1,effort_extr_2010,24587598.5593107,Extrapolated
2097,ssp1,effort_extr_2010,24560082.3620575,Extrapolated
2098,ssp1,effort_extr_2010,24533422.4935391,Extrapolated
2099,ssp1,effort_extr_2010,24506720.2627773,Extrapolated
2100,ssp1,effort_extr_2010,24479120.8436025,Extrapolated
2011,ssp5,effort_extr_2010,9641860.498277,Extrapolated
2012,ssp5,effort_extr_2010,9966213.96452589,Extrapolated
2013,ssp5,effort_extr_2010,10279373.2425715,Extrapolated
2014,ssp5,effort_extr_2010,10589418.7935851,Extrapolated
2015,ssp5,effort_extr_2010,10898497.9361826,Extrapolated
2016,ssp5,effort_extr_2010,11207395.3882515,Extrapolated
2017,ssp5,effort_extr_2010,11511674.4531573,Extrapolated
2018,ssp5,effort_extr_2010,11813676.2312037,Extrapolated
2019,ssp5,effort_extr_2010,12109741.2075982,Extrapolated
2020,ssp5,effort_extr_2010,12401831.2292483,Extrapolated
2021,ssp5,effort_extr_2010,12688615.8757854,Extrapolated
2022,ssp5,effort_extr_2010,12973481.8913528,Extrapolated
2023,ssp5,effort_extr_2010,13263924.9117687,Extrapolated
2024,ssp5,effort_extr_2010,13554809.0278402,Extrapolated
2025,ssp5,effort_extr_2010,13848719.5610244,Extrapolated
2026,ssp5,effort_extr_2010,14182737.3381015,Extrapolated
2027,ssp5,effort_extr_2010,14520510.6527629,Extrapolated
2028,ssp5,effort_extr_2010,14862049.1435469,Extrapolated
2029,ssp5,effort_extr_2010,15207361.41592,Extrapolated
2030,ssp5,effort_extr_2010,15556455.1875305,Extrapolated
2031,ssp5,effort_extr_2010,15938949.4082459,Extrapolated
2032,ssp5,effort_extr_2010,16323568.179357,Extrapolated
2033,ssp5,effort_extr_2010,16712522.6512215,Extrapolated
2034,ssp5,effort_extr_2010,17107828.6319694,Extrapolated
2035,ssp5,effort_extr_2010,17505468.3455192,Extrapolated
2036,ssp5,effort_extr_2010,17901282.7083848,Extrapolated
2037,ssp5,effort_extr_2010,18301225.043844,Extrapolated
2038,ssp5,effort_extr_2010,18705309.581437,Extrapolated
2039,ssp5,effort_extr_2010,19113548.9758246,Extrapolated
2040,ssp5,effort_extr_2010,19525954.5236516,Extrapolated
2041,ssp5,effort_extr_2010,19937777.4699908,Extrapolated
2042,ssp5,effort_extr_2010,20351939.7227121,Extrapolated
2043,ssp5,effort_extr_2010,20771778.7868252,Extrapolated
2044,ssp5,effort_extr_2010,21194054.1480723,Extrapolated
2045,ssp5,effort_extr_2010,21621954.6161812,Extrapolated
2046,ssp5,effort_extr_2010,22044300.8625795,Extrapolated
2047,ssp5,effort_extr_2010,22469020.9569192,Extrapolated
2048,ssp5,effort_extr_2010,22899106.0401094,Extrapolated
2049,ssp5,effort_extr_2010,23333064.1743041,Extrapolated
2050,ssp5,effort_extr_2010,23770902.9966836,Extrapolated
2051,ssp5,effort_extr_2010,24196293.7456925,Extrapolated
2052,ssp5,effort_extr_2010,24625281.4010537,Extrapolated
2053,ssp5,effort_extr_2010,25059199.8033082,Extrapolated
2054,ssp5,effort_extr_2010,25495388.6946835,Extrapolated
2055,ssp5,effort_extr_2010,25935192.0475677,Extrapolated
2056,ssp5,effort_extr_2010,26357795.9099261,Extrapolated
2057,ssp5,effort_extr_2010,26784858.2166549,Extrapolated
2058,ssp5,effort_extr_2010,27213903.8329411,Extrapolated
2059,ssp5,effort_extr_2010,27646187.0505945,Extrapolated
2060,ssp5,effort_extr_2010,28081713.6024891,Extrapolated
2061,ssp5,effort_extr_2010,28498509.6408045,Extrapolated
2062,ssp5,effort_extr_2010,28919300.9209089,Extrapolated
2063,ssp5,effort_extr_2010,29341832.3633916,Extrapolated
2064,ssp5,effort_extr_2010,29767248.8726708,Extrapolated
2065,ssp5,effort_extr_2010,30195556.5864442,Extrapolated
2066,ssp5,effort_extr_2010,30608108.3341595,Extrapolated
2067,ssp5,effort_extr_2010,31022186.4804512,Extrapolated
2068,ssp5,effort_extr_2010,31439858.3122325,Extrapolated
2069,ssp5,effort_extr_2010,31859114.8286425,Extrapolated
2070,ssp5,effort_extr_2010,32281941.2550103,Extrapolated
2071,ssp5,effort_extr_2010,32684459.6635556,Extrapolated
2072,ssp5,effort_extr_2010,33090202.2258589,Extrapolated
2073,ssp5,effort_extr_2010,33497308.7843429,Extrapolated
2074,ssp5,effort_extr_2010,33906725.7248115,Extrapolated
2075,ssp5,effort_extr_2010,34319336.7954254,Extrapolated
2076,ssp5,effort_extr_2010,34706779.7810506,Extrapolated
2077,ssp5,effort_extr_2010,35097049.1588605,Extrapolated
2078,ssp5,effort_extr_2010,35488451.8974404,Extrapolated
2079,ssp5,effort_extr_2010,35881850.0106151,Extrapolated
2080,ssp5,effort_extr_2010,36278049.049585,Extrapolated
2081,ssp5,effort_extr_2010,36637277.9483972,Extrapolated
2082,ssp5,effort_extr_2010,36998088.3855302,Extrapolated
2083,ssp5,effort_extr_2010,37361243.4499621,Extrapolated
2084,ssp5,effort_extr_2010,37725227.2470631,Extrapolated
2085,ssp5,effort_extr_2010,38090811.6226177,Extrapolated
2086,ssp5,effort_extr_2010,38398627.6414331,Extrapolated
2087,ssp5,effort_extr_2010,38708200.8584808,Extrapolated
2088,ssp5,effort_extr_2010,39018120.6979635,Extrapolated
2089,ssp5,effort_extr_2010,39329107.0664595,Extrapolated
2090,ssp5,effort_extr_2010,39641832.279536,Extrapolated
2091,ssp5,effort_extr_2010,39886640.7876019,Extrapolated
2092,ssp5,effort_extr_2010,40132021.350541,Extrapolated
2093,ssp5,effort_extr_2010,40377980.4222977,Extrapolated
2094,ssp5,effort_extr_2010,40624524.0438764,Extrapolated
2095,ssp5,effort_extr_2010,40872266.7260626,Extrapolated
2096,ssp5,effort_extr_2010,40978619.3373776,Extrapolated
2097,ssp5,effort_extr_2010,41085533.7462109,Extrapolated
2098,ssp5,effort_extr_2010,41191834.0644018,Extrapolated
2099,ssp5,effort_extr_2010,41298686.5878407,Extrapolated
2100,ssp5,effort_extr_2010,41404957.5772826,Extrapolated
1961,Historical,food_extr_1961,4.851,Extrapolated
1962,Historical,food_extr_1961,4.9476182461073,Extrapolated
1963,Historical,food_extr_1961,5.04892315943298,Extrapolated
1964,Historical,food_extr_1961,5.15858863555576,Extrapolated
1965,Historical,food_extr_1961,5.28003454854027,Extrapolated
1966,Historical,food_extr_1961,5.41651325679441,Extrapolated
1967,Historical,food_extr_1961,5.5674127516365,Extrapolated
1968,Historical,food_extr_1961,5.72343393483361,Extrapolated
1969,Historical,food_extr_1961,5.87460513283889,Extrapolated
1970,Historical,food_extr_1961,6.01045825409814,Extrapolated
1971,Historical,food_extr_1961,6.12763772862911,Extrapolated
1972,Historical,food_extr_1961,6.23170518641701,Extrapolated
1973,Historical,food_extr_1961,6.32467450776375,Extrapolated
1974,Historical,food_extr_1961,6.40820519992234,Extrapolated
1975,Historical,food_extr_1961,6.48999918748289,Extrapolated
1976,Historical,food_extr_1961,6.57092959686346,Extrapolated
1977,Historical,food_extr_1961,6.64806822107763,Extrapolated
1978,Historical,food_extr_1961,6.72570810480921,Extrapolated
1979,Historical,food_extr_1961,6.8079991804896,Extrapolated
1980,Historical,food_extr_1961,6.89476472493164,Extrapolated
1981,Historical,food_extr_1961,6.98877659990418,Extrapolated
1982,Historical,food_extr_1961,7.08521394679325,Extrapolated
1983,Historical,food_extr_1961,7.1889483376306,Extrapolated
1984,Historical,food_extr_1961,7.30428861932287,Extrapolated
1985,Historical,food_extr_1961,7.42420742574245,Extrapolated
1986,Historical,food_extr_1961,7.54867141681661,Extrapolated
1987,Historical,food_extr_1961,7.68141823826853,Extrapolated
1988,Historical,food_extr_1961,7.81563245275495,Extrapolated
1989,Historical,food_extr_1961,7.94543631210542,Extrapolated
1990,Historical,food_extr_1961,8.06512550761534,Extrapolated
1991,Historical,food_extr_1961,8.17350147825759,Extrapolated
1992,Historical,food_extr_1961,8.27544795896727,Extrapolated
1993,Historical,food_extr_1961,8.37689456412518,Extrapolated
1994,Historical,food_extr_1961,8.47545292592814,Extrapolated
1995,Historical,food_extr_1961,8.5731780918401,Extrapolated
1996,Historical,food_extr_1961,8.67186524592251,Extrapolated
1997,Historical,food_extr_1961,8.77184206680975,Extrapolated
1998,Historical,food_extr_1961,8.87341707160367,Extrapolated
1999,Historical,food_extr_1961,8.97651849622276,Extrapolated
2000,Historical,food_extr_1961,9.07905913077451,Extrapolated
2001,Historical,food_extr_1961,9.17846314606448,Extrapolated
2002,Historical,food_extr_1961,9.2826917094441,Extrapolated
2003,Historical,food_extr_1961,9.39330366673025,Extrapolated
2004,Historical,food_extr_1961,9.52156422540662,Extrapolated
2005,Historical,food_extr_1961,9.66934281971924,Extrapolated
2006,Historical,food_extr_1961,9.84024606509529,Extrapolated
2007,Historical,food_extr_1961,10.0344673945179,Extrapolated
2008,Historical,food_extr_1961,10.2391307773436,Extrapolated
2009,Historical,food_extr_1961,10.4424979649629,Extrapolated
2010,Historical,food_extr_1961,10.6397330762283,Extrapolated
2011,ssp1,food_extr_1961,10.827824348791,Extrapolated
2012,ssp1,food_extr_1961,11.0089452085591,Extrapolated
2013,ssp1,food_extr_1961,11.1808770339754,Extrapolated
2014,ssp1,food_extr_1961,11.3485757219507,Extrapolated
2015,ssp1,food_extr_1961,11.5132976767113,Extrapolated
2016,ssp1,food_extr_1961,11.6756535295466,Extrapolated
2017,ssp1,food_extr_1961,11.8333557362172,Extrapolated
2018,ssp1,food_extr_1961,11.9879217541642,Extrapolated
2019,ssp1,food_extr_1961,12.1374647735108,Extrapolated
2020,ssp1,food_extr_1961,12.2832522804046,Extrapolated
2021,ssp1,food_extr_1961,12.4247094662644,Extrapolated
2022,ssp1,food_extr_1961,12.5140743706612,Extrapolated
2023,ssp1,food_extr_1961,12.6033455377819,Extrapolated
2024,ssp1,food_extr_1961,12.6912081119256,Extrapolated
2025,ssp1,food_extr_1961,12.7803358116921,Extrapolated
2026,ssp1,food_extr_1961,12.8595923862783,Extrapolated
2027,ssp1,food_extr_1961,12.938771601124,Extrapolated
2028,ssp1,food_extr_1961,13.0178778469211,Extrapolated
2029,ssp1,food_extr_1961,13.0957485170788,Extrapolated
2030,ssp1,food_extr_1961,13.1747419381079,Extrapolated
2031,ssp1,food_extr_1961,13.2736943082245,Extrapolated
2032,ssp1,food_extr_1961,13.3714543883971,Extrapolated
2033,ssp1,food_extr_1961,13.4691634892355,Extrapolated
2034,ssp1,food_extr_1961,13.5678612554804,Extrapolated
2035,ssp1,food_extr_1961,13.6654613721263,Extrapolated
2036,ssp1,food_extr_1961,13.7579106553236,Extrapolated
2037,ssp1,food_extr_1961,13.8493183660111,Extrapolated
2038,ssp1,food_extr_1961,13.9416261466758,Extrapolated
2039,ssp1,food_extr_1961,14.0338595464158,Extrapolated
2040,ssp1,food_extr_1961,14.1251310812394,Extrapolated
2041,ssp1,food_extr_1961,14.213234857045,Extrapolated
2042,ssp1,food_extr_1961,14.3012741057542,Extrapolated
2043,ssp1,food_extr_1961,14.3884189304819,Extrapolated
2044,ssp1,food_extr_1961,14.4763533186769,Extrapolated
2045,ssp1,food_extr_1961,14.5642320091609,Extrapolated
2046,ssp1,food_extr_1961,14.6471746065605,Extrapolated
2047,ssp1,food_extr_1961,14.7308606713084,Extrapolated
2048,ssp1,food_extr_1961,14.8144974064994,Extrapolated
2049,ssp1,food_extr_1961,14.89735030428,Extrapolated
2050,ssp1,food_extr_1961,14.9809061979511,Extrapolated
2051,ssp1,food_extr_1961,15.0577983605417,Extrapolated
2052,ssp1,food_extr_1961,15.1353691299622,Extrapolated
2053,ssp1,food_extr_1961,15.2122125578499,Extrapolated
2054,ssp1,food_extr_1961,15.2897125989494,Extrapolated
2055,ssp1,food_extr_1961,15.3671745907628,Extrapolated
2056,ssp1,food_extr_1961,15.4368495270453,Extrapolated
2057,ssp1,food_extr_1961,15.5071483533319,Extrapolated
2058,ssp1,food_extr_1961,15.5774121163487,Extrapolated
2059,ssp1,food_extr_1961,15.6476422043787,Extrapolated
2060,ssp1,food_extr_1961,15.7178399294849,Extrapolated
2061,ssp1,food_extr_1961,15.7814653704131,Extrapolated
2062,ssp1,food_extr_1961,15.8450598770322,Extrapolated
2063,ssp1,food_extr_1961,15.9086245875908,Extrapolated
2064,ssp1,food_extr_1961,15.9721605820711,Extrapolated
2065,ssp1,food_extr_1961,16.036228886016,Extrapolated
2066,ssp1,food_extr_1961,16.0949475500967,Extrapolated
2067,ssp1,food_extr_1961,16.1536400111965,Extrapolated
2068,ssp1,food_extr_1961,16.2128394746768,Extrapolated
2069,ssp1,food_extr_1961,16.2714761765569,Extrapolated
2070,ssp1,food_extr_1961,16.3300894123385,Extrapolated
2071,ssp1,food_extr_1961,16.3849141677936,Extrapolated
2072,ssp1,food_extr_1961,16.4392036689558,Extrapolated
2073,ssp1,food_extr_1961,16.4939627684603,Extrapolated
2074,ssp1,food_extr_1961,16.5482045517676,Extrapolated
2075,ssp1,food_extr_1961,16.6029023579041,Extrapolated
2076,ssp1,food_extr_1961,16.6527944563302,Extrapolated
2077,ssp1,food_extr_1961,16.7031292773192,Extrapolated
2078,ssp1,food_extr_1961,16.7534332378188,Extrapolated
2079,ssp1,food_extr_1961,16.8032601251022,Extrapolated
2080,ssp1,food_extr_1961,16.8535111922917,Extrapolated
2081,ssp1,food_extr_1961,16.8970580643262,Extrapolated
2082,ssp1,food_extr_1961,16.9401488851204,Extrapolated
2083,ssp1,food_extr_1961,16.9836461548103,Extrapolated
2084,ssp1,food_extr_1961,17.0271171077946,Extrapolated
2085,ssp1,food_extr_1961,17.0705625779236,Extrapolated
2086,ssp1,food_extr_1961,17.1027294388798,Extrapolated
2087,ssp1,food_extr_1961,17.1344721862386,Extrapolated
2088,ssp1,food_extr_1961,17.1665941303544,Extrapolated
2089,ssp1,food_extr_1961,17.1986921515021,Extrapolated
2090,ssp1,food_extr_1961,17.2307669459038,Extrapolated
2091,ssp1,food_extr_1961,17.2502418006597,Extrapolated
2092,ssp1,food_extr_1961,17.2696933587845,Extrapolated
2093,ssp1,food_extr_1961,17.2891222564475,Extrapolated
2094,ssp1,food_extr_1961,17.3085291046862,Extrapolated
2095,ssp1,food_extr_1961,17.3279144907048,Extrapolated
2096,ssp1,food_extr_1961,17.3187426863329,Extrapolated
2097,ssp1,food_extr_1961,17.3091976101,Extrapolated
2098,ssp1,food_extr_1961,17.2999843218048,Extrapolated
2099,ssp1,food_extr_1961,17.2907487552865,Extrapolated
2100,ssp1,food_extr_1961,17.2811532706497,Extrapolated
2011,ssp5,food_extr_1961,10.827824348791,Extrapolated
2012,ssp5,food_extr_1961,11.0089452085591,Extrapolated
2013,ssp5,food_extr_1961,11.1808770339754,Extrapolated
2014,ssp5,food_extr_1961,11.3485757219507,Extrapolated
2015,ssp5,food_extr_1961,11.5132976767113,Extrapolated
2016,ssp5,food_extr_1961,11.6756535295466,Extrapolated
2017,ssp5,food_extr_1961,11.8333557362172,Extrapolated
2018,ssp5,food_extr_1961,11.9879217541642,Extrapolated
2019,ssp5,food_extr_1961,12.1374647735108,Extrapolated
2020,ssp5,food_extr_1961,12.2832522804046,Extrapolated
2021,ssp5,food_extr_1961,12.4247094662644,Extrapolated
2022,ssp5,food_extr_1961,12.563811974951,Extrapolated
2023,ssp5,food_extr_1961,12.7041964889466,Extrapolated
2024,ssp5,food_extr_1961,12.8431271203493,Extrapolated
2025,ssp5,food_extr_1961,12.9819919741208,Extrapolated
2026,ssp5,food_extr_1961,13.1380998752124,Extrapolated
2027,ssp5,food_extr_1961,13.2940953808577,Extrapolated
2028,ssp5,food_extr_1961,13.4499871209264,Extrapolated
2029,ssp5,food_extr_1961,13.6057828290909,Extrapolated
2030,ssp5,food_extr_1961,13.7614894629267,Extrapolated
2031,ssp5,food_extr_1961,13.9302674485906,Extrapolated
2032,ssp5,food_extr_1961,14.0978393075142,Extrapolated
2033,ssp5,food_extr_1961,14.2652943874638,Extrapolated
2034,ssp5,food_extr_1961,14.4335813653936,Extrapolated
2035,ssp5,food_extr_1961,14.6008104421904,Extrapolated
2036,ssp5,food_extr_1961,14.7654828641763,Extrapolated
2037,ssp5,food_extr_1961,14.9300222313612,Extrapolated
2038,ssp5,food_extr_1961,15.09443914919,Extrapolated
2039,ssp5,food_extr_1961,15.2587430799867,Extrapolated
2040,ssp5,food_extr_1961,15.4229424974304,Extrapolated
2041,ssp5,food_extr_1961,15.5852600103561,Extrapolated
2042,ssp5,food_extr_1961,15.7467356166556,Extrapolated
2043,ssp5,food_extr_1961,15.9088174316536,Extrapolated
2044,ssp5,food_extr_1961,16.0701193942746,Extrapolated
2045,ssp5,food_extr_1961,16.231997557581,Extrapolated
2046,ssp5,food_extr_1961,16.3902125008841,Extrapolated
2047,ssp5,food_extr_1961,16.5477262533373,Extrapolated
2048,ssp5,food_extr_1961,16.7057743398406,Extrapolated
2049,ssp5,food_extr_1961,16.8637410689981,Extrapolated
2050,ssp5,food_extr_1961,17.0216316980386,Extrapolated
2051,ssp5,food_extr_1961,17.1736548860334,Extrapolated
2052,ssp5,food_extr_1961,17.3256098814406,Extrapolated
2053,ssp5,food_extr_1961,17.4780173657416,Extrapolated
2054,ssp5,food_extr_1961,17.6298396227412,Extrapolated
2055,ssp5,food_extr_1961,17.7816054632744,Extrapolated
2056,ssp5,food_extr_1961,17.9262898352313,Extrapolated
2057,ssp5,food_extr_1961,18.0713677712882,Extrapolated
2058,ssp5,food_extr_1961,18.2159052077783,Extrapolated
2059,ssp5,food_extr_1961,18.360379709833,Extrapolated
2060,ssp5,food_extr_1961,18.5047948257814,Extrapolated
2061,ssp5,food_extr_1961,18.642010588355,Extrapolated
2062,ssp5,food_extr_1961,18.7795625379593,Extrapolated
2063,ssp5,food_extr_1961,18.9166312753411,Extrapolated
2064,ssp5,food_extr_1961,19.0536364655334,Extrapolated
2065,ssp5,food_extr_1961,19.190581615487,Extrapolated
2066,ssp5,food_extr_1961,19.3216613344101,Extrapolated
2067,ssp5,food_extr_1961,19.4522956333641,Extrapolated
2068,ssp5,food_extr_1961,19.5832131596077,Extrapolated
2069,ssp5,food_extr_1961,19.7137132706634,Extrapolated
2070,ssp5,food_extr_1961,19.8444865249595,Extrapolated
2071,ssp5,food_extr_1961,19.9681994001924,Extrapolated
2072,ssp5,food_extr_1961,20.0921608823495,Extrapolated
2073,ssp5,food_extr_1961,20.2157384100002,Extrapolated
2074,ssp5,food_extr_1961,20.339256472944,Extrapolated
2075,ssp5,food_extr_1961,20.4630110304385,Extrapolated
2076,ssp5,food_extr_1961,20.5785596655521,Extrapolated
2077,ssp5,food_extr_1961,20.6943239105596,Extrapolated
2078,ssp5,food_extr_1961,20.8097444428329,Extrapolated
2079,ssp5,food_extr_1961,20.9251082796803,Extrapolated
2080,ssp5,food_extr_1961,21.0406779762786,Extrapolated
2081,ssp5,food_extr_1961,21.1449484238103,Extrapolated
2082,ssp5,food_extr_1961,21.249158755915,Extrapolated
2083,ssp5,food_extr_1961,21.353554164175,Extrapolated
2084,ssp5,food_extr_1961,21.4576489356255,Extrapolated
2085,ssp5,food_extr_1961,21.5616921228974,Extrapolated
2086,ssp5,food_extr_1961,21.6489798088887,Extrapolated
2087,ssp5,food_extr_1961,21.7364310832664,Extrapolated
2088,ssp5,food_extr_1961,21.823601801583,Extrapolated
2089,ssp5,food_extr_1961,21.9107200392362,Extrapolated
2090,ssp5,food_extr_1961,21.9979955738376,Extrapolated
2091,ssp5,food_extr_1961,22.0661449462337,Extrapolated
2092,ssp5,food_extr_1961,22.1342385447577,Extrapolated
2093,ssp5,food_extr_1961,22.2022788505821,Extrapolated
2094,ssp5,food_extr_1961,22.2702681888765,Extrapolated
2095,ssp5,food_extr_1961,22.3383954081256,Extrapolated
2096,ssp5,food_extr_1961,22.3677376596713,Extrapolated
2097,ssp5,food_extr_1961,22.3972097753884,Extrapolated
2098,ssp5,food_extr_1961,22.4264520613733,Extrapolated
2099,ssp5,food_extr_1961,22.4558212137125,Extrapolated
2100,ssp5,food_extr_1961,22.4849712466604,Extrapolated
1961,Historical extrapolated,effort_extr_1961,6433754.27372466,Extrapolated
1962,Historical extrapolated,effort_extr_1961,6177068.44376441,Extrapolated
1963,Historical extrapolated,effort_extr_1961,3518176.48022267,Extrapolated
1964,Historical extrapolated,effort_extr_1961,7021891.38094759,Extrapolated
1965,Historical extrapolated,effort_extr_1961,7209283.68123349,Extrapolated
1966,Historical extrapolated,effort_extr_1961,8696437.37563615,Extrapolated
1967,Historical extrapolated,effort_extr_1961,8101226.42251399,Extrapolated
1968,Historical extrapolated,effort_extr_1961,8479252.47092677,Extrapolated
1969,Historical extrapolated,effort_extr_1961,9012396.63312242,Extrapolated
1970,Historical extrapolated,effort_extr_1961,8720809.79223928,Extrapolated
1971,Historical extrapolated,effort_extr_1961,10691495.5672359,Extrapolated
1972,Historical extrapolated,effort_extr_1961,8592813.96219192,Extrapolated
1973,Historical extrapolated,effort_extr_1961,7878904.94093916,Extrapolated
1974,Historical extrapolated,effort_extr_1961,9310984.97780755,Extrapolated
1975,Historical extrapolated,effort_extr_1961,7491644.24552551,Extrapolated
1976,Historical extrapolated,effort_extr_1961,7691465.67641543,Extrapolated
1977,Historical extrapolated,effort_extr_1961,8567094.62952068,Extrapolated
1978,Historical extrapolated,effort_extr_1961,8586464.82597768,Extrapolated
1979,Historical extrapolated,effort_extr_1961,8403231.3110716,Extrapolated
1980,Historical extrapolated,effort_extr_1961,10242896.5394009,Extrapolated
1981,Historical extrapolated,effort_extr_1961,10611890.2313439,Extrapolated
1982,Historical extrapolated,effort_extr_1961,10610480.7025134,Extrapolated
1983,Historical extrapolated,effort_extr_1961,10155385.2190749,Extrapolated
1984,Historical extrapolated,effort_extr_1961,11267643.5813968,Extrapolated
1985,Historical extrapolated,effort_extr_1961,11749626.4358387,Extrapolated
1986,Historical extrapolated,effort_extr_1961,12010822.9052365,Extrapolated
1987,Historical extrapolated,effort_extr_1961,12800924.6077541,Extrapolated
1988,Historical extrapolated,effort_extr_1961,13934983.0259151,Extrapolated
1989,Historical extrapolated,effort_extr_1961,11794747.4575449,Extrapolated
1990,Historical extrapolated,effort_extr_1961,12601885.2671389,Extrapolated
1991,Historical extrapolated,effort_extr_1961,12130119.6149759,Extrapolated
1992,Historical extrapolated,effort_extr_1961,11553465.3278954,Extrapolated
1993,Historical extrapolated,effort_extr_1961,11467900.1073942,Extrapolated
1994,Historical extrapolated,effort_extr_1961,13477572.1092088,Extrapolated
1995,Historical extrapolated,effort_extr_1961,13337046.5187768,Extrapolated
1996,Historical extrapolated,effort_extr_1961,13353141.2951543,Extrapolated
1997,Historical extrapolated,effort_extr_1961,12910136.71573,Extrapolated
